@RELATION Planes2D

@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE 7 NUMERIC
@ATTRIBUTE 8 NUMERIC
@ATTRIBUTE 9 NUMERIC
@ATTRIBUTE 10 NUMERIC
@ATTRIBUTE target NUMERIC

@DATA
1,0,1,0,1,0,-1,-1,0,0,4.877712940625862
1,1,1,0,0,1,-1,0,0,0,6.533007832081333
-1,-1,0,-1,1,-1,0,1,0,0,-2.3501058708483726
-1,0,1,1,1,-1,-1,-1,0,-1,-2.6153413261993594
-1,0,0,-1,0,1,-1,-1,1,-1,-1.3552230492140027
1,-1,0,1,1,1,1,0,-1,1,1.4116936809579415
-1,0,1,0,0,0,-1,1,1,0,-3.6415551529595556
1,0,1,0,0,1,0,1,0,0,4.24808388806388
1,-1,1,1,0,1,-1,-1,0,0,2.4532417134399545
1,-1,0,0,-1,0,0,-1,-1,-1,0.5146858809786633
1,0,0,1,1,0,-1,-1,0,0,3.9757377820985926
-1,1,1,1,1,1,0,1,-1,1,-0.1664620212611454
1,0,1,-1,-1,-1,1,1,0,1,3.3439450505452193
-1,-1,-1,1,1,1,0,0,0,-1,2.3416555942182016
1,1,-1,1,-1,1,-1,-1,0,1,3.720375360385313
1,-1,0,-1,0,1,-1,-1,1,-1,-1.359637266915079
1,0,0,-1,-1,0,-1,-1,-1,-1,1.0445725685236682
1,-1,0,-1,-1,1,1,0,0,1,-2.3970783473466613
-1,-1,0,1,0,0,1,0,0,0,0.1549088910836569
1,1,0,1,-1,0,0,-1,1,0,7.431746818964585
-1,-1,0,0,-1,0,0,-1,1,0,-5.348674644516738
-1,-1,0,-1,0,0,1,1,1,0,-1.9268425655420105
1,-1,-1,0,1,0,0,-1,0,0,-1.9464541465095109
-1,0,0,0,0,0,-1,0,1,1,-4.735549664139017
-1,0,0,-1,1,0,0,0,1,-1,0.42968880630165224
-1,0,-1,0,0,0,0,0,0,0,-4.057421940509766
1,-1,-1,0,0,-1,1,-1,-1,-1,-1.5050525111518227
1,-1,1,1,0,-1,-1,-1,-1,-1,4.6512936970401135
1,1,-1,0,0,1,-1,-1,0,0,4.423524014891434
-1,1,1,0,-1,-1,0,1,0,-1,-7.957659847374071
1,-1,1,1,0,1,-1,0,1,1,2.6897332947963113
1,1,-1,1,1,-1,1,0,0,1,6.029415379133099
-1,0,1,0,-1,-1,-1,0,1,-1,-9.415365281290127
-1,1,0,0,1,1,-1,0,0,0,0.3264215335367382
-1,-1,0,0,1,-1,0,-1,1,1,-2.268518115720751
-1,-1,0,0,0,0,-1,0,1,-1,-4.931833335437343
-1,-1,0,-1,0,1,-1,0,-1,-1,-1.314741489151469
1,0,0,1,1,-1,0,-1,0,1,4.384256797183861
-1,-1,-1,-1,-1,-1,-1,-1,1,1,-8.741187528936882
-1,0,0,-1,-1,1,1,0,0,0,-0.5449667388804822
-1,1,1,-1,-1,1,0,1,-1,-1,-5.6734653298438795
-1,1,-1,-1,1,0,0,0,-1,-1,0.4879825286442678
1,1,-1,1,1,-1,1,0,-1,0,5.452158945155526
-1,-1,-1,-1,0,0,0,1,-1,0,-2.048410610600187
1,1,0,-1,-1,-1,1,0,-1,-1,3.918229911025888
1,0,-1,0,0,1,0,1,0,-1,0.23793878341108954
-1,-1,0,0,1,1,1,-1,-1,0,4.54985394451252
-1,-1,0,0,1,0,-1,0,1,-1,-1.099650195139038
-1,1,-1,0,-1,-1,0,0,-1,-1,-8.560855403161145
-1,1,0,1,-1,1,-1,-1,-1,-1,-3.5414889104517995
-1,1,1,-1,0,-1,1,-1,0,0,-3.6946562223849795
1,1,1,0,-1,-1,-1,0,0,1,9.359592884705368
-1,1,-1,0,0,-1,0,1,0,1,-4.826399947948882
1,1,0,-1,1,0,-1,0,0,-1,4.317898388886537
-1,-1,1,0,0,-1,0,0,0,-1,-3.6110438986025004
1,-1,-1,0,0,1,1,1,-1,-1,-1.6377726586889065
1,-1,-1,0,-1,0,-1,0,0,-1,-1.1946794487592833
-1,-1,0,1,1,0,0,-1,0,-1,0.7212423931446489
1,1,0,1,1,-1,0,-1,0,1,6.108533524833697
-1,0,0,-1,-1,1,-1,0,-1,-1,-3.5062740566634774
-1,-1,-1,1,0,-1,0,-1,-1,0,-4.5548229362326005
-1,0,1,0,-1,0,0,-1,0,1,-2.828739560623113
1,1,1,0,0,0,-1,-1,-1,0,7.209863659835769
-1,0,1,0,0,-1,-1,-1,1,1,-4.881275716835638
1,0,-1,-1,0,1,0,1,-1,0,2.0565225259621336
-1,-1,0,0,0,0,1,1,0,1,-2.8676709304048864
-1,0,1,1,0,0,0,1,-1,0,-5.152698677552882
-1,0,-1,0,0,1,1,1,0,0,1.4865203009977848
1,1,1,-1,0,1,0,0,1,1,6.618396843847073
-1,0,0,1,0,0,1,1,1,1,-1.3515448866364372
-1,-1,0,-1,0,0,0,1,0,1,-1.3173175991587363
1,-1,0,-1,-1,1,0,0,0,-1,0.5290416263247864
-1,1,1,-1,-1,-1,0,-1,1,0,-10.67448441648848
1,0,0,1,1,1,0,0,1,-1,2.9390886126582774
-1,1,-1,0,1,1,1,1,0,-1,1.7473732682435426
1,1,-1,1,1,-1,1,0,0,-1,2.436894325643943
1,0,-1,-1,-1,0,-1,0,1,0,-0.5955631028174383
-1,0,-1,1,-1,1,0,-1,1,0,-4.460041215625259
1,-1,1,1,0,1,-1,0,-1,-1,3.307390431794753
-1,0,-1,0,1,0,-1,-1,-1,0,-1.224687024007596
1,0,-1,0,-1,-1,-1,1,0,-1,-0.5272659090375289
1,0,0,0,-1,1,-1,0,1,1,5.058805400970621
-1,-1,0,-1,1,0,-1,1,-1,0,-0.10636251389217222
-1,0,0,0,0,0,0,-1,0,1,-2.0890332597087555
-1,0,0,0,-1,1,1,-1,-1,-1,-3.586440964826541
-1,1,1,1,0,1,-1,-1,0,1,-1.0674371875492503
1,1,1,1,0,0,0,1,-1,1,8.817106198995674
-1,1,1,0,0,-1,1,1,-1,-1,-4.646002732641712
-1,0,-1,1,0,1,-1,1,1,0,-1.9006271249820645
-1,0,0,0,1,1,1,-1,0,1,2.741523313151848
1,1,-1,-1,-1,-1,1,1,0,0,2.9968498822415044
-1,0,-1,0,-1,0,0,1,0,-1,-5.424166348193981
1,-1,-1,-1,0,0,0,-1,0,0,-2.7618181297010844
-1,-1,1,-1,0,-1,0,0,1,-1,-5.4229584995344
1,0,0,0,-1,-1,0,0,1,-1,2.3174547118870716
1,-1,-1,1,0,0,0,0,0,-1,-0.4710945504536932
1,1,-1,-1,0,-1,1,-1,1,1,1.9455128091623255
-1,-1,1,1,0,-1,-1,-1,-1,0,-6.9191757268738225
1,-1,0,-1,1,0,0,-1,0,0,2.024605091449897
1,1,-1,1,0,0,1,1,-1,-1,2.1744203221827614
1,-1,-1,0,0,1,1,1,0,-1,-3.1848178743629516
-1,-1,0,-1,-1,0,0,1,-1,1,-6.078716702649943
-1,-1,0,0,0,0,1,1,1,0,-1.8792847841590317
-1,0,0,0,0,0,1,-1,1,0,-3.0191394309015536
-1,-1,1,1,1,-1,-1,-1,-1,1,-3.1441996178484897
1,1,1,0,-1,1,1,-1,0,0,6.909119342307786
1,0,-1,1,0,0,1,1,-1,1,1.5953059458032282
1,0,1,0,0,1,-1,-1,1,1,4.0379916101131155
-1,-1,1,1,0,-1,1,0,0,0,-2.796407496088149
1,-1,-1,-1,1,-1,0,-1,0,0,-3.377338848065163
1,0,-1,0,-1,0,-1,1,-1,0,1.8862574382625628
1,-1,1,1,1,-1,0,-1,1,-1,3.8431210030584713
-1,-1,0,1,1,-1,0,0,-1,-1,-2.747632389921155
1,1,1,1,0,0,0,0,1,0,7.396523590842591
-1,-1,1,1,0,-1,-1,1,1,1,-4.348285559738292
1,1,1,1,-1,-1,0,-1,1,-1,9.917887094237225
-1,0,0,0,1,1,-1,1,-1,0,1.640230263491914
-1,1,-1,1,-1,0,-1,0,0,1,-6.7636590539245764
1,0,0,0,-1,1,1,0,1,-1,2.0784904926294274
-1,-1,0,0,0,1,-1,0,1,0,-2.8358715895088236
-1,0,0,-1,-1,1,0,-1,0,1,-4.7605967077167195
1,0,-1,1,0,0,0,1,0,-1,4.257076580302144
1,0,-1,-1,0,0,1,-1,-1,0,0.08477631208867636
-1,0,-1,1,0,1,1,0,-1,1,2.055544430760387
1,-1,-1,1,1,0,-1,1,0,-1,-1.4014116353038562
-1,0,0,1,1,0,1,0,0,-1,-0.6742502696876664
-1,-1,-1,1,-1,0,-1,0,1,-1,-6.133858543338958
1,0,0,1,0,-1,-1,-1,0,0,3.833151803397117
1,0,0,-1,0,1,-1,1,-1,1,2.288094677610156
1,-1,1,0,1,-1,0,-1,1,0,-0.01904976264698366
1,-1,0,-1,0,0,0,1,0,0,-1.8469663464543622
1,0,0,0,-1,1,-1,-1,-1,0,3.538401499571381
1,-1,1,1,1,-1,0,-1,-1,-1,1.12607751858701
-1,-1,0,1,1,1,0,0,0,-1,0.6154539129813978
-1,-1,1,-1,1,-1,1,-1,1,0,-3.007739257879033
1,-1,-1,0,1,1,-1,1,0,1,-2.991705661791844
-1,0,-1,0,1,0,-1,-1,-1,-1,-0.9538120399301777
-1,1,0,1,1,-1,1,1,1,0,-0.7305812152714068
-1,1,-1,-1,1,0,0,-1,-1,-1,0.437403736539781
1,1,1,1,0,0,-1,1,1,-1,9.1364968861672
-1,1,-1,-1,1,0,-1,1,0,-1,-2.4332662905952445
1,0,-1,1,0,0,1,1,-1,0,1.7174282473712652
-1,0,-1,-1,-1,0,-1,-1,0,-1,-7.1557279804940475
1,-1,0,1,1,0,0,-1,-1,-1,-0.3839090665255973
-1,1,1,1,0,0,-1,1,0,0,-1.985418828031083
-1,-1,0,0,-1,0,-1,1,1,-1,-7.870200576364132
1,1,0,0,0,1,0,1,0,-1,5.71548144007032
-1,-1,1,-1,1,-1,-1,-1,-1,1,-1.9740231880414705
-1,1,1,1,-1,0,1,0,1,1,-4.221701378519492
-1,1,0,-1,0,1,-1,0,0,-1,-2.249345681145321
-1,-1,1,-1,-1,1,-1,1,1,-1,-6.183664073755117
1,1,-1,-1,1,-1,1,1,-1,-1,3.0152315931697227
-1,1,1,0,-1,-1,0,1,1,0,-8.416677589170137
1,1,1,1,0,-1,0,1,1,0,7.903335537099907
1,1,0,-1,0,0,-1,-1,-1,-1,5.181023013290291
1,0,1,1,-1,0,0,0,-1,-1,5.049449199359959
-1,-1,1,-1,1,1,-1,1,1,-1,0.7468439441948131
-1,1,-1,0,0,1,-1,-1,1,-1,-1.7745136866152886
1,1,1,-1,0,0,-1,-1,0,0,7.975317235620445
1,-1,1,-1,-1,1,0,-1,-1,-1,1.762197750971982
1,-1,-1,0,1,0,1,-1,0,-1,-2.753790199552374
1,1,-1,-1,1,0,1,1,0,0,4.62907378120728
1,0,0,-1,-1,0,1,0,-1,-1,3.05791305516931
-1,-1,0,1,-1,-1,1,1,1,1,-6.945344893660608
-1,-1,1,0,1,-1,-1,1,-1,-1,-4.086725607394007
1,1,0,0,-1,0,-1,0,1,-1,5.9857421456362365
-1,1,-1,1,-1,-1,1,1,1,0,-6.50629546832141
-1,0,-1,1,0,1,-1,1,1,-1,-0.8484609504491629
-1,1,1,1,-1,1,0,0,0,-1,-3.270089484951748
-1,0,1,1,1,-1,0,1,0,0,-3.669986624475563
1,1,-1,1,0,-1,-1,-1,0,-1,4.3357192804752565
-1,1,1,1,1,-1,1,1,0,1,0.41162634058181347
-1,-1,-1,0,1,1,-1,1,-1,0,1.5008178228828002
1,1,-1,-1,-1,1,-1,0,-1,0,4.022675385928704
1,0,-1,-1,1,0,0,0,-1,-1,-0.8641652570727689
1,1,-1,1,0,-1,0,1,-1,-1,5.802161146977068
1,1,0,1,-1,-1,-1,1,1,0,8.750979794521248
1,1,1,1,1,1,0,-1,-1,0,9.355850127012674
-1,1,-1,0,1,1,-1,0,0,-1,0.6735875384388117
1,0,-1,-1,-1,-1,-1,-1,0,-1,0.21508274281408601
1,-1,-1,-1,0,-1,1,0,-1,0,-4.381232769049408
-1,0,0,1,0,-1,-1,1,1,0,-5.595998779415257
1,1,1,1,-1,-1,1,-1,-1,0,8.606537088576626
1,-1,1,1,0,1,-1,0,0,1,3.790672728374563
-1,1,0,1,-1,0,1,1,0,-1,-5.546206909086109
-1,-1,1,-1,-1,-1,0,1,-1,-1,-9.20581385263713
1,0,-1,1,0,0,0,0,-1,-1,2.3032120870739647
-1,1,0,0,0,1,0,-1,-1,-1,-0.6593314227470651
-1,1,1,0,-1,1,1,-1,-1,-1,-2.4086166541070355
-1,-1,-1,-1,1,-1,1,-1,0,-1,0.15804023241562448
-1,-1,1,1,-1,0,-1,-1,1,0,-7.177002872932013
-1,0,1,-1,1,1,0,-1,0,1,0.7579052431880966
1,0,-1,1,1,0,1,1,0,0,1.0507383490364046
-1,1,1,1,1,0,0,0,-1,-1,1.2473293272764772
1,0,1,-1,0,0,0,0,0,0,2.9901097863016943
-1,-1,-1,-1,1,1,0,1,-1,0,3.2603879924706085
-1,0,0,1,1,1,-1,1,0,-1,0.46808663699351916
1,0,1,-1,0,0,1,1,1,0,2.2747520274513695
1,0,1,-1,0,0,0,-1,0,1,4.002076563852014
1,0,0,-1,1,0,1,0,0,1,2.0921335638238436
-1,-1,1,0,0,-1,-1,0,1,1,-6.401398789334419
1,-1,0,-1,0,0,1,0,-1,1,-1.3289422789102472
-1,0,-1,1,0,-1,0,1,0,-1,-6.539312266495447
1,1,1,-1,0,-1,-1,1,1,0,6.962016144439927
1,-1,-1,1,1,1,-1,-1,0,0,-1.1128674198783897
-1,0,0,0,-1,1,-1,1,1,0,-7.419431017345749
1,0,1,0,0,-1,0,1,0,-1,3.6513287205773888
1,-1,0,1,1,-1,1,1,1,-1,1.0402015471653725
-1,-1,1,1,0,-1,0,0,1,1,-5.16600873310868
1,0,0,0,-1,-1,-1,0,0,-1,3.0024759293316228
-1,1,0,0,0,-1,0,-1,0,1,-3.184702214521525
1,0,-1,0,0,-1,-1,0,1,-1,2.0861573377802647
1,-1,1,1,-1,0,0,1,-1,0,3.586565058556205
-1,0,1,0,-1,1,1,-1,-1,0,-2.5658041100948417
-1,1,1,1,1,-1,0,0,0,1,-1.9117536718356365
-1,1,-1,-1,-1,-1,1,0,-1,-1,-6.509739647886112
-1,0,-1,1,1,1,1,1,0,1,4.31947735258349
1,-1,-1,1,1,-1,-1,-1,0,-1,-1.742735860160478
-1,1,-1,-1,1,1,-1,-1,-1,1,0.43284203225109863
-1,1,1,0,-1,-1,-1,0,0,1,-9.074215262714246
-1,-1,0,0,-1,0,1,-1,-1,0,-7.20254567333421
1,1,-1,-1,0,0,-1,0,-1,0,3.089698001150368
1,0,-1,1,1,0,0,1,1,1,1.8471175550038903
1,0,1,-1,1,1,0,1,-1,1,3.9176124503964207
1,1,-1,-1,1,-1,-1,-1,1,-1,1.2543036856591296
1,-1,1,-1,0,-1,1,1,0,1,0.040348442622910485
-1,1,-1,1,1,-1,1,1,0,0,-2.0903807580328966
1,1,-1,1,0,-1,1,-1,0,0,4.872520438511055
1,0,-1,0,1,-1,1,0,-1,-1,1.9392542427831538
1,0,1,0,0,-1,1,1,1,0,5.069007415702773
-1,1,1,1,0,-1,1,1,0,-1,-4.514447698101498
1,1,1,-1,-1,-1,0,-1,0,1,8.067190846778633
-1,0,-1,-1,0,-1,1,0,1,-1,-3.459179746258242
-1,0,0,0,1,-1,0,-1,-1,-1,-4.319668275835761
-1,1,0,1,0,1,0,1,1,0,-0.7772209217215632
1,1,0,-1,-1,-1,-1,-1,1,0,4.717818623579527
-1,0,-1,-1,0,0,1,0,1,-1,-1.7416942420598598
1,1,-1,0,1,-1,-1,-1,1,0,3.1925576148020243
1,1,1,1,1,0,0,1,0,0,9.108201763944262
-1,1,0,1,-1,-1,1,-1,1,1,-7.266414114475211
1,-1,-1,1,0,0,-1,0,0,1,-1.4209240595482513
1,1,0,0,0,1,1,0,-1,0,6.2101799205597255
1,-1,-1,0,-1,0,-1,-1,1,-1,-1.0554463466844366
-1,0,1,-1,-1,0,-1,1,-1,1,-8.947241086699204
-1,-1,-1,-1,0,1,-1,1,1,1,-1.8105835472051377
1,0,0,1,0,-1,0,1,0,-1,2.961700112915799
-1,1,1,-1,1,1,0,-1,0,1,3.7878402907670488
-1,-1,-1,0,-1,1,-1,0,-1,-1,-6.802776569942944
1,0,1,1,1,1,1,-1,-1,1,4.9161185757471575
-1,1,0,1,1,1,0,-1,1,-1,0.16143913477391525
-1,-1,0,-1,0,0,1,0,1,1,-1.3910322658552996
-1,-1,0,-1,1,1,0,-1,-1,-1,1.5524061323333722
1,1,-1,0,0,1,0,-1,1,1,2.168496632580546
1,-1,-1,0,0,-1,1,0,0,-1,-2.8917484091606576
-1,1,-1,-1,0,0,-1,0,0,-1,-3.871269668639055
-1,0,0,-1,0,1,-1,0,1,0,-1.1676403927651149
1,0,-1,0,1,-1,0,1,0,1,1.0033359769047205
1,-1,-1,1,-1,1,0,0,1,0,-0.12435993838225134
-1,-1,0,1,-1,-1,1,0,-1,-1,-6.119435618745092
1,-1,-1,0,1,-1,-1,-1,-1,0,-2.1356623007021827
1,-1,-1,-1,0,0,-1,-1,1,0,-3.971458915243531
-1,1,1,1,0,0,0,0,-1,1,-4.532487478772956
1,0,-1,1,0,1,0,0,0,-1,3.8581579351281303
1,0,-1,1,0,0,1,0,1,0,3.4255479367489645
-1,1,1,1,0,-1,0,0,0,-1,-3.8037893344489944
-1,-1,1,1,1,0,1,0,1,-1,-0.07650198319501667
1,1,1,-1,-1,0,0,0,0,1,6.661022479695768
1,-1,0,1,1,1,0,0,0,-1,1.5620148160238574
-1,1,1,1,-1,-1,0,-1,0,0,-8.163471944802163
-1,0,0,0,1,1,-1,1,1,1,2.3348025342427823
1,-1,1,1,0,1,0,1,0,0,3.986797178792746
-1,1,1,0,1,1,1,1,1,0,2.5924486770837025
-1,1,0,1,1,0,0,-1,1,1,-1.0582559529790132
-1,0,1,-1,-1,0,1,-1,1,0,-5.37325687310663
-1,0,-1,0,1,-1,1,0,0,-1,0.7885493313894234
-1,0,0,1,-1,1,-1,0,-1,1,-4.436658107285554
-1,1,0,-1,-1,1,1,0,1,-1,-2.15632571144732
-1,0,1,1,1,1,-1,0,-1,1,1.5137759873107766
1,1,-1,0,0,1,-1,-1,0,-1,3.0407337369873644
-1,-1,0,1,1,1,1,1,1,-1,2.9691408487780975
-1,-1,1,0,0,-1,0,1,1,-1,-4.302603739532533
-1,0,0,0,-1,0,0,1,0,1,-5.784539252368104
1,0,-1,-1,-1,0,0,1,-1,-1,1.3246967416031858
1,1,-1,1,1,-1,-1,1,0,0,4.447628316496578
1,0,0,-1,-1,-1,0,1,1,-1,3.091091574393474
1,-1,0,-1,1,1,-1,1,1,1,-1.2246101515675174
1,-1,-1,0,0,0,-1,-1,0,0,-2.0201216078340893
1,0,1,-1,-1,-1,1,0,-1,1,3.799695471586485
-1,1,-1,1,-1,0,-1,1,-1,1,-7.190629346183604
-1,-1,1,0,-1,0,0,-1,-1,1,-5.9257942281064775
1,1,-1,-1,1,0,1,0,0,0,2.886598485157755
-1,0,0,-1,-1,0,0,1,-1,1,-6.736544056066117
1,0,1,-1,-1,1,-1,1,0,0,3.5093974328354562
1,0,0,1,0,0,-1,-1,-1,1,3.495113330472849
-1,-1,-1,0,1,1,0,1,1,0,1.4923820859866899
-1,-1,-1,1,-1,-1,0,1,0,1,-8.521183914546585
-1,1,-1,-1,1,1,0,0,1,1,-0.3442536757916992
1,0,-1,0,0,1,-1,1,1,1,-0.9050107894981445
1,0,0,0,-1,-1,-1,-1,-1,0,4.213544342460912
-1,-1,-1,0,0,-1,1,-1,1,-1,-4.182974941996503
1,1,0,-1,0,0,0,1,-1,1,5.172094789534639
-1,1,-1,0,-1,-1,-1,0,1,0,-8.603867187151442
1,-1,1,-1,-1,-1,-1,0,0,0,1.4863641793261047
1,0,1,1,1,-1,0,1,0,1,5.330895839473029
1,1,-1,0,-1,0,-1,1,1,-1,3.495782460970531
-1,1,-1,-1,-1,1,0,0,0,-1,-3.1556930046560554
-1,1,1,0,-1,-1,1,0,0,1,-8.298591475352488
-1,1,-1,1,0,-1,-1,1,-1,1,-5.413261499922426
1,1,0,0,-1,1,-1,1,1,0,6.105412623031891
1,-1,-1,0,0,1,-1,1,-1,1,-0.38953470278547697
-1,0,1,1,1,1,-1,1,-1,0,-0.2566777771221016
1,0,1,1,-1,1,0,1,0,1,4.706966754707052
-1,0,1,1,0,0,1,0,-1,0,-1.324762670411656
1,-1,0,-1,0,0,1,0,0,1,-2.337574764331096
-1,1,-1,0,-1,1,0,-1,-1,-1,-5.2143655280923875
-1,0,0,1,-1,-1,0,0,1,1,-8.782649452819584
-1,0,0,0,1,-1,-1,-1,0,1,-1.9560946942538573
1,-1,1,0,-1,1,-1,-1,0,-1,2.9577463768255026
1,1,-1,-1,-1,0,0,0,0,-1,2.43627873048392
-1,0,0,1,1,0,-1,1,0,1,0.1162261511605589
1,0,0,0,-1,-1,1,-1,-1,0,3.888483455042842
-1,-1,0,0,1,-1,1,1,-1,-1,-0.8037987494028715
1,-1,0,1,0,-1,-1,0,0,1,1.3150315420793894
-1,0,0,0,0,1,1,1,1,-1,1.529400250584391
-1,-1,1,0,-1,1,1,1,0,-1,-2.6873822672625214
-1,0,1,0,0,1,0,1,1,1,-0.27634457127537326
-1,1,1,0,-1,-1,0,1,0,0,-7.035733709928161
-1,0,1,1,1,1,0,1,0,-1,2.35186420172155
-1,1,1,1,1,1,0,-1,0,-1,1.9003160676048187
-1,-1,1,0,0,-1,-1,-1,1,-1,-6.621660498122548
-1,1,0,0,-1,0,1,-1,1,0,-5.224727083261226
-1,0,0,0,1,1,1,1,1,1,2.840702026459678
-1,0,1,0,0,0,0,0,1,-1,-2.881633043154568
-1,0,1,0,-1,0,1,1,1,-1,-4.586611426075763
1,1,1,0,1,1,0,0,1,1,9.480605602093972
-1,0,1,0,0,1,0,-1,1,1,-1.4436370711950208
1,0,1,1,1,0,0,0,-1,1,6.479354168038528
-1,1,0,1,-1,-1,0,0,-1,0,-7.4966246699946355
-1,-1,1,0,-1,1,-1,1,1,1,-4.716375299410172
-1,1,-1,1,-1,0,1,0,0,1,-4.094328706436977
1,1,-1,-1,0,-1,-1,-1,-1,0,2.363256998522399
1,1,1,-1,1,-1,-1,1,0,-1,8.696411742661962
1,-1,0,1,1,1,0,-1,1,0,1.19649806945336
-1,-1,-1,0,-1,1,-1,1,0,1,-5.051869597865282
1,-1,-1,-1,-1,1,-1,-1,1,-1,-2.915170089037967
1,-1,1,-1,0,0,0,1,-1,0,1.2080885270355992
-1,0,-1,1,1,1,-1,-1,1,-1,1.0012554881799347
-1,-1,0,1,-1,1,-1,1,0,0,-5.7150204007648036
1,1,1,0,0,1,0,1,-1,1,8.347623338339888
1,0,1,0,-1,0,1,-1,1,0,3.7315109661976225
-1,1,-1,0,-1,0,0,-1,-1,0,-6.509795478842904
-1,1,-1,0,0,-1,1,-1,0,1,-2.7082360275792308
1,-1,1,-1,1,1,1,0,1,0,1.847103776896445
-1,0,0,-1,0,0,1,1,-1,1,-1.160811030308394
-1,-1,0,1,-1,1,0,1,-1,1,-5.2527135932263525
-1,-1,1,0,0,1,1,1,-1,1,-0.8780981290827745
1,1,-1,-1,-1,1,1,0,-1,0,1.2478642924104075
1,-1,0,0,-1,0,-1,0,0,0,-0.5739810120139687
1,1,0,-1,0,-1,1,0,1,1,5.047137496996673
1,0,0,0,-1,0,1,0,-1,1,2.7149848406826913
-1,-1,1,1,1,1,-1,1,-1,-1,1.082714238529716
-1,0,0,-1,0,1,0,1,0,1,-1.0781361929533837
-1,1,1,0,1,0,1,1,1,1,1.0831202317964994
-1,0,1,0,-1,1,0,1,1,1,-4.794257128834913
1,1,-1,-1,1,0,0,1,1,0,2.8735784914969593
1,0,1,-1,0,0,1,-1,0,1,4.6119266504473835
-1,1,0,1,1,0,1,-1,0,-1,0.028217033544762682
-1,-1,1,0,-1,-1,-1,0,0,-1,-10.068735503652693
1,1,-1,1,0,-1,0,1,1,-1,3.450862577948402
1,1,0,0,1,0,-1,0,1,0,5.95736857319144
1,0,1,1,0,1,-1,0,1,1,5.428511870500242
-1,1,0,1,0,0,-1,-1,1,-1,-2.983108468476585
1,-1,0,-1,0,1,1,-1,1,1,-0.9716201962906942
1,-1,1,-1,1,0,1,-1,-1,0,0.45133150059885785
1,1,1,-1,-1,-1,-1,1,0,-1,7.123436496255239
-1,-1,0,1,1,0,-1,1,0,-1,-1.2424525193948173
1,-1,1,-1,1,1,-1,1,1,0,1.2909683759673396
1,0,0,1,-1,-1,-1,0,1,1,3.3484765213300673
1,0,0,-1,1,1,0,0,0,1,2.397298120999967
1,-1,-1,-1,1,1,-1,-1,-1,-1,-3.93388889260276
-1,0,1,-1,0,1,1,1,-1,1,-0.40634977497003955
-1,0,-1,1,-1,-1,-1,0,-1,1,-9.143407353937416
-1,1,1,-1,1,0,0,-1,1,1,0.4734306281325019
-1,0,0,1,0,1,1,1,0,-1,0.93291393800029
-1,0,-1,0,-1,1,1,1,0,0,-2.330971867370155
1,-1,0,1,1,-1,0,0,1,0,1.6921663388520098
-1,0,-1,0,1,1,1,-1,0,0,2.9271908320510924
-1,-1,0,-1,-1,1,0,1,1,1,-4.109947885684262
1,0,1,0,0,0,1,0,1,-1,4.496453334499336
-1,1,-1,-1,1,-1,0,-1,-1,0,-1.7979794022179525
-1,0,-1,1,1,0,0,0,-1,-1,-0.8355305345995896
1,0,0,-1,-1,1,0,-1,-1,-1,1.492565269777522
-1,-1,1,0,1,1,1,-1,0,0,6.474381373377041
1,-1,0,0,1,-1,-1,-1,1,1,-0.6108882701574497
1,1,-1,1,-1,-1,1,1,-1,-1,5.491114219205456
-1,-1,1,1,-1,-1,1,0,0,1,-6.774466139282277
-1,-1,-1,-1,1,0,-1,-1,0,0,-2.053402464529645
-1,1,1,-1,1,0,0,-1,-1,1,0.4291356659356992
-1,0,-1,0,1,0,0,1,-1,0,1.0695165456060847
-1,-1,0,0,1,1,0,0,1,-1,2.3140367527071257
-1,-1,1,0,1,-1,0,1,1,-1,-2.4511295787714444
-1,0,-1,-1,-1,1,-1,1,1,-1,-5.058408398052465
1,0,1,-1,1,1,-1,1,-1,0,4.885384570172645
1,1,1,0,1,0,0,-1,1,-1,7.472826656912515
-1,1,-1,0,-1,0,1,-1,0,-1,-5.804013836793928
-1,1,0,1,0,0,-1,0,-1,0,-3.800224971388085
-1,-1,-1,0,0,-1,-1,0,-1,1,-8.442893334162843
-1,0,0,-1,1,1,0,-1,0,0,2.778699400332473
1,-1,1,-1,1,1,0,1,0,-1,1.8536675279443608
1,-1,1,1,-1,-1,0,0,-1,-1,2.265019650122069
1,-1,0,1,-1,-1,-1,-1,0,-1,1.6681028538162364
1,1,0,-1,0,1,-1,1,0,0,4.217968680438252
-1,1,-1,1,-1,1,-1,0,-1,-1,-3.59814225340547
1,0,-1,1,-1,-1,0,-1,1,0,2.7085372921837916
1,1,0,0,0,1,1,-1,-1,1,7.725767899781208
1,1,1,0,0,-1,-1,0,1,-1,7.188619792863147
-1,1,1,0,1,0,0,0,-1,1,-0.3232494632143773
-1,1,1,0,1,0,-1,0,-1,-1,-1.4514982623326143
-1,1,0,0,-1,-1,1,1,1,0,-6.7432942561975855
-1,0,0,-1,-1,1,-1,-1,0,-1,-4.316097895290161
-1,0,-1,-1,1,-1,-1,0,-1,1,-4.262272705722895
-1,0,-1,-1,-1,-1,1,0,1,0,-6.624187919709341
1,1,1,1,0,1,0,-1,1,0,8.718499883595026
